I consider myself:,Country,Response ID,Time Started,Date Submitted,Status,Language,Link Name,WiFi Router:Check all the internet connected devices you currently own:,Laptop computer:Check all the internet connected devices you currently own:,Smart phone:Check all the internet connected devices you currently own:,Smart TV:Check all the internet connected devices you currently own:,Activity Tracker (ex: Fitbit or Apple Watch):Check all the internet connected devices you currently own:,"Smarthome Hub (ex. Amazon Echo, Google Alexa):Check all the internet connected devices you currently own:",Car that connects to the internet:Check all the internet connected devices you currently own:,Smart Thermostat (ex: Nest):Check all the internet connected devices you currently own:,"Smart Appliance (ex. Coffeemaker, Refrigerator, Oven, Fridge):Check all the internet connected devices you currently own:",Smart Door Locks (ex. Door locks for your home you can open via bluetooth):Check all the internet connected devices you currently own:,"Smart Lighting (ex. Connected lighting switches, dimmers, or bulbs):Check all the internet connected devices you currently own:",Thinking about a future in which so much of your world is connected to the internet leaves you feeling:,What are you most excited about as we move toward a more digitally connected future?,What is your biggest fear as we move towards a more connected future?,"Who is most responsible for protecting the online safety, privacy, and security of the connected apps and devices you own?","Who do you most trust to help you learn how to protect your safety, security and privacy online?",Price:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Features:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Safety:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Security:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Privacy:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Reliability:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,User Reviews:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Expert Recommendation:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Friend or Family Recommendation:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Convenience:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,IoT:Check all the terms below that you could explain to a friend:,Connected Devices:Check all the terms below that you could explain to a friend:,Botnet:Check all the terms below that you could explain to a friend:,Blockchain:Check all the terms below that you could explain to a friend:,RFID:Check all the terms below that you could explain to a friend:,DDOS:Check all the terms below that you could explain to a friend:,Zero Day:Check all the terms below that you could explain to a friend:,VPN:Check all the terms below that you could explain to a friend:,TOR:Check all the terms below that you could explain to a friend:,I don‰Ûªt know what any of these things are:Check all the terms below that you could explain to a friend:,Country or Region (optional)
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Fiji,3,3,3,3,3,3,2,2,3,2,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,0,2,1,2,2,0,3
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Finland,49,49,49,49,49,49,49,47,46,22,17,3,0,1,3,2,7,49,49,49,49,49,45,44,42,44,46,43,41,41,41,42,46,46,48,37,42,48,44,49,46,0,48
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",France,3324,3324,3324,3324,3324,3324,2851,3079,3128,1220,717,258,316,287,340,208,532,3272,3256,3260,3240,3224,2883,2873,2632,2774,2789,2834,2651,2625,2552,2824,2168,3150,2566,1949,2435,2920,2216,3099,2918,35,3002
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",French Guiana,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,2,2,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",French Polynesia,6,6,6,6,6,6,5,6,6,3,1,0,0,0,0,0,0,6,5,5,6,6,5,5,4,4,4,5,5,5,4,4,4,6,5,2,4,6,4,6,6,0,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Gabon,3,3,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,3,1,2,2,2,2,2,1,1,1,2,1,2,1,2,0,1,1,0,0,1,1,1,1,1,2
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Georgia,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Germany,2687,2687,2687,2687,2687,2687,2593,2456,2554,1496,619,453,447,314,332,216,611,2630,2629,2625,2596,2588,2349,2350,2099,2258,2250,2302,2122,2110,2036,2165,2101,2482,2367,1612,2100,2423,1902,2507,2392,45,2327
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Ghana,8,8,8,8,8,8,6,6,6,3,1,2,2,0,0,0,0,6,6,6,5,4,4,3,2,3,3,2,2,3,2,3,3,5,4,4,4,4,3,4,3,1,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Greece,71,71,71,71,71,71,70,68,70,34,14,1,7,2,8,0,13,71,71,70,71,68,62,60,49,55,55,59,51,49,40,45,58,68,47,35,50,63,48,69,66,0,67
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Guadeloupe,14,14,14,14,14,14,10,13,11,3,2,2,2,1,2,1,3,13,13,12,11,12,9,10,8,10,10,10,7,8,7,9,5,12,7,6,9,8,7,11,10,1,9
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Guatemala,40,40,40,40,40,40,37,37,35,21,11,5,6,4,10,7,10,39,40,40,38,40,35,33,27,28,29,26,33,28,27,31,26,36,20,15,14,28,19,30,26,0,34
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Guernsey,4,4,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,4,4,0,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Guinea,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Haiti,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Honduras,21,21,21,21,21,21,20,18,18,13,5,3,4,2,4,2,2,21,21,20,20,20,16,13,8,13,14,12,12,12,12,13,8,16,7,7,6,13,9,16,12,1,20
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Hong Kong,13,13,13,13,13,13,13,10,11,7,5,0,0,1,1,0,1,13,13,13,13,12,11,11,11,11,11,11,12,10,11,11,11,9,6,4,9,11,5,10,9,0,12
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Hungary,21,21,21,21,21,21,21,19,21,11,3,3,0,1,0,0,5,20,19,20,20,18,17,16,14,15,15,14,14,16,14,13,15,16,15,11,13,17,11,18,19,1,20
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Iceland,6,6,6,6,6,6,6,6,6,4,2,2,0,0,0,0,0,6,6,6,6,6,4,5,4,5,4,4,5,4,4,5,4,6,6,5,4,6,5,6,6,0,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",India,593,593,593,593,593,593,453,410,400,177,126,76,70,56,93,69,93,492,502,479,476,483,310,303,295,303,296,292,268,260,253,276,329,382,206,178,219,237,181,307,230,43,506
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Indonesia,113,113,113,113,113,113,79,68,63,25,19,20,20,17,20,19,20,87,89,84,78,79,49,48,45,46,45,42,37,42,39,36,41,50,28,25,25,32,19,42,31,10,73
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.","Iran, Islamic Republic of",77,77,77,77,77,77,55,39,38,21,14,5,8,6,9,10,9,57,56,55,51,52,38,39,38,38,35,34,32,32,28,30,32,40,22,19,30,32,22,37,33,4,60
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Iraq,8,8,8,8,8,8,7,4,4,2,1,1,1,1,1,1,2,6,5,5,5,5,4,3,3,3,4,3,3,2,2,2,4,4,2,2,2,2,2,3,3,0,5
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Ireland,46,46,46,46,46,46,45,45,45,23,14,4,5,5,6,4,11,46,46,46,45,46,41,43,39,40,41,41,41,41,39,40,40,42,38,29,35,45,35,46,45,1,44
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Israel,29,29,29,29,29,29,28,28,26,10,9,3,2,0,3,1,4,29,29,29,29,29,25,25,19,22,22,23,22,20,19,20,24,27,20,15,22,26,18,28,25,0,26
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Italy,2508,2508,2508,2508,2508,2508,2398,2367,2383,1487,699,330,360,293,362,178,428,2453,2454,2450,2436,2416,2210,2214,1965,1943,1989,2111,1988,1933,1822,1987,1751,2329,1760,1245,1594,2067,1444,2257,2025,41,2236
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Jamaica,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Japan,30,30,30,30,30,30,29,30,26,16,12,3,2,1,1,3,5,29,29,29,29,28,26,25,22,27,24,25,22,21,20,23,25,26,24,21,24,26,22,27,23,0,27
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Jersey,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,0,2,1,0,2
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Jordan,6,6,6,6,6,6,6,5,5,3,1,1,0,0,0,0,0,6,6,6,6,6,5,5,3,4,4,5,3,4,3,4,5,4,2,3,2,2,1,5,4,0,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Kazakhstan,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Kenya,20,20,20,20,20,20,16,17,17,11,5,5,4,2,4,5,5,19,18,19,18,18,11,10,10,10,10,10,11,10,11,10,16,15,11,14,11,15,11,15,13,1,17
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.","Korea, Republic of",6,6,6,6,6,6,6,6,6,2,4,0,1,0,1,0,2,6,6,6,6,6,5,5,4,4,4,5,3,2,2,5,6,5,3,5,2,5,5,5,5,0,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Lao People's Democratic Republic,2,2,2,2,2,2,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Latvia,5,5,5,5,5,5,5,5,5,1,2,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,0,5
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Lebanon,6,6,6,6,6,6,6,5,5,1,1,0,0,0,1,0,1,6,6,6,6,6,3,2,3,2,3,3,2,2,2,2,2,4,2,1,2,2,1,4,2,1,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Liberia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Libya,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Lithuania,10,10,10,10,10,10,10,9,10,6,2,1,2,1,2,2,3,10,10,10,10,10,10,10,8,8,8,10,8,8,7,9,8,10,10,7,9,10,9,10,10,0,7
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Luxembourg,23,23,23,23,23,23,23,22,23,14,5,0,3,0,1,1,2,23,23,23,23,23,20,21,19,19,20,19,18,19,16,18,22,23,22,14,20,22,19,23,22,0,23
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Macedonia,7,7,7,7,7,7,6,6,6,2,1,2,2,1,1,1,1,7,7,7,7,7,2,2,1,1,1,2,1,1,1,2,6,5,6,4,5,5,4,6,4,0,6
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Madagascar,12,12,12,12,12,12,7,9,9,2,1,1,1,0,0,0,1,9,9,9,9,9,8,8,7,8,8,8,7,7,7,8,3,8,5,2,4,4,2,7,7,1,9
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Malawi,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Malaysia,26,26,26,26,26,26,21,21,22,9,11,6,6,3,5,4,7,24,23,23,23,23,18,19,17,17,19,18,17,16,17,18,18,19,15,14,15,18,15,19,16,1,20
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Mali,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Malta,9,9,9,9,9,9,9,9,8,4,1,1,0,1,1,1,1,9,9,9,8,8,8,8,7,7,7,9,6,6,6,7,8,9,5,6,6,7,5,9,9,0,9
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Martinique,14,14,14,14,14,14,12,14,13,6,0,2,2,1,3,0,1,13,13,13,12,13,9,9,8,8,7,8,8,8,7,9,7,12,10,7,7,10,9,11,11,0,8
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Mauritania,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Mauritius,5,5,5,5,5,5,5,4,5,2,1,1,1,0,1,1,1,5,3,5,5,5,4,3,3,4,4,4,3,4,3,3,4,4,4,1,3,5,2,5,4,1,5
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Mayotte,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Mexico,588,588,588,588,588,588,540,519,527,391,134,111,93,62,127,95,122,564,568,566,560,551,487,472,403,384,412,365,383,389,352,392,355,499,328,265,276,389,304,480,390,27,525
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.","Micronesia, Federated States of",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.","Moldova, Republic of",4,4,4,4,4,4,3,3,3,1,0,1,0,1,0,0,1,3,3,3,3,3,3,3,2,3,3,1,2,1,1,1,3,3,2,3,3,3,3,3,2,0,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Mongolia,5,5,5,5,5,5,5,4,4,2,2,2,1,1,1,1,1,5,5,4,4,4,2,3,2,2,3,3,3,1,1,2,3,3,3,1,2,3,3,3,3,2,3
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Montenegro,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Morocco,86,86,86,86,86,86,71,57,55,35,12,15,11,8,10,6,13,60,55,59,56,53,41,38,36,40,37,34,32,33,29,36,27,45,24,23,21,28,23,44,30,3,51
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Mozambique,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,0,0,1,2
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Myanmar,9,9,9,9,9,9,5,7,4,1,0,0,0,0,1,0,1,6,6,6,6,5,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,2,3,3,3,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Namibia,3,3,3,3,3,3,2,3,2,0,0,1,0,0,0,0,0,3,3,3,3,3,2,1,2,2,2,2,2,1,1,2,2,3,1,1,1,1,1,3,3,0,3
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Nepal,18,18,18,18,18,18,16,13,12,8,5,6,5,5,6,6,7,14,14,13,14,13,9,9,8,9,9,8,9,9,8,8,12,12,8,6,6,9,7,11,11,3,14
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Netherlands,166,166,166,166,166,166,161,155,162,81,35,11,15,23,14,5,29,164,164,163,164,163,147,149,136,143,144,143,135,129,125,130,139,153,150,123,139,155,133,159,150,0,149
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",New Caledonia,6,6,6,6,6,6,6,5,6,4,0,0,0,0,0,0,1,6,6,6,6,6,4,5,5,4,5,4,4,3,3,5,3,6,4,2,4,5,3,6,4,0,4
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",New Zealand,49,49,49,49,49,49,46,46,47,24,9,4,6,4,6,3,9,47,47,47,45,47,43,42,40,41,41,42,42,40,39,41,40,46,42,34,38,45,39,46,44,0,42
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Nicaragua,11,11,11,11,11,11,10,8,8,3,1,0,0,0,0,0,0,9,8,8,9,8,9,9,9,5,8,6,7,6,6,9,4,8,5,3,2,5,2,6,5,0,7
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Niger,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,2,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Nigeria,14,14,14,14,14,14,8,8,4,2,2,2,0,0,2,1,2,11,12,12,9,12,5,6,6,5,5,5,5,5,5,5,6,8,3,4,5,5,3,9,5,1,12
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Norway,52,52,52,52,52,52,49,50,50,26,15,6,3,4,5,2,6,52,52,51,52,51,44,45,38,44,42,41,38,35,33,42,42,47,44,38,39,50,36,50,46,1,46
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Pakistan,41,41,41,41,41,41,27,26,26,15,9,5,5,4,8,4,6,28,28,27,27,26,13,15,14,13,13,13,12,13,12,13,16,22,10,8,13,13,9,18,10,8,26
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Panama,8,8,8,8,8,8,8,8,8,6,1,1,0,0,0,0,0,8,8,8,8,8,8,8,8,7,8,8,8,8,7,8,5,7,7,4,7,7,8,7,7,0,8
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Papua New Guinea,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,2
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Paraguay,21,21,21,21,21,21,18,16,15,9,1,1,1,0,1,1,2,17,17,16,17,17,11,11,8,7,10,7,8,7,7,9,6,15,5,3,4,9,5,13,8,0,15
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Peru,77,77,77,77,77,77,72,62,63,47,11,11,12,8,11,9,12,74,74,74,72,73,62,60,50,40,49,38,40,49,35,42,39,61,29,29,20,42,26,47,44,7,69
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Philippines,38,38,38,38,38,38,32,27,24,14,5,3,5,2,3,4,3,31,31,31,31,30,25,25,23,25,24,25,23,23,22,25,18,25,17,10,17,18,14,21,20,4,29
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Poland,72,72,72,72,72,72,69,68,65,23,16,6,5,5,3,1,8,71,70,69,70,70,65,65,59,63,62,63,58,56,56,56,61,61,64,48,57,67,61,67,67,0,63
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Portugal,39,39,39,39,39,39,37,34,37,13,8,1,7,2,3,1,3,37,36,36,35,35,33,34,31,32,32,31,28,26,25,29,34,35,30,26,28,34,30,36,33,0,34
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Puerto Rico,7,7,7,7,7,7,7,7,6,4,1,1,1,0,0,2,1,7,7,7,6,6,6,5,4,5,4,4,4,3,3,4,4,6,3,1,3,4,3,4,3,1,7
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Reunion,25,25,25,25,25,25,23,24,23,8,1,1,2,0,0,0,5,25,25,25,25,25,23,21,20,21,21,22,20,17,17,21,14,25,20,13,16,24,21,25,24,0,21
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Romania,90,90,90,90,90,90,85,79,82,42,21,9,13,8,7,5,9,88,86,87,88,86,74,69,64,66,61,65,57,57,55,53,63,80,60,48,53,72,54,76,73,2,78
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Russian Federation,44,44,44,44,44,44,42,40,41,19,14,2,3,1,3,2,9,43,43,43,42,42,40,41,37,38,38,36,37,36,33,33,37,38,40,33,31,43,32,41,41,0,38
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Rwanda,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,0,2
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",San Marino,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Saudi Arabia,12,12,12,12,12,12,10,5,8,6,2,0,2,0,0,1,1,9,8,8,8,8,7,5,6,5,6,5,5,5,6,6,4,4,3,1,3,4,2,5,4,0,9
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Senegal,17,17,17,17,17,17,11,11,8,2,1,2,1,1,2,1,1,10,9,8,8,8,8,8,7,8,7,9,7,7,7,9,5,8,6,2,2,6,3,9,6,0,10
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Serbia,45,45,45,45,45,45,43,37,39,14,5,2,4,2,6,3,7,41,43,42,42,42,40,40,39,40,40,40,39,38,37,37,32,36,30,24,29,37,26,38,34,3,39
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Sierra Leone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Singapore,19,19,19,19,19,19,17,17,18,9,9,6,3,2,4,3,5,16,17,17,16,16,15,14,12,15,13,13,12,12,11,12,14,15,13,13,12,16,9,16,14,0,13
"Ultra Nerd:  I build my own computers, run my own servers, code my own apps. I‰Ûªm basically Mr. Robot.",Slovakia,15,15,15,15,15,15,13,14,12,4,1,0,1,0,0,0,0,13,14,14,14,14,8,8,8,9,8,9,8,9,8,8,11,12,11,11,10,12,10,14,12,1,11
